"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.USE_similarity","Input.dataset","Input.original","Input.run_type","Input.text","Answer.sentiment.label","Approve","Reject"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","32SVAV9L3F9ZQUJNXIHL90PIHVAA3Y","A3BI0AX5T5GVO3","Approved","Sun Sep 22 15:01:07 PDT 2019","Sun Sep 22 15:02:36 PDT 2019","Thu Sep 26 15:02:36 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","89","100% (200/200)","100% (200/200)","100% (200/200)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","33C7UALJVLYPX3CTDGJOPG4QTN4818","A219VCQZADQ45W","Approved","Sun Sep 22 15:59:44 PDT 2019","Sun Sep 22 15:59:59 PDT 2019","Thu Sep 26 15:59:59 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","15","100% (171/171)","100% (171/171)","100% (171/171)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","33C7UALJVLYPX3CTDGJOPG4QTNY812","A1F288N8L0ZBYG","Approved","Sun Sep 22 15:09:21 PDT 2019","Sun Sep 22 15:09:43 PDT 2019","Thu Sep 26 15:09:43 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","22","100% (80/80)","100% (80/80)","100% (80/80)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","33CID57104TGMDARU96BIE5TB7DL3V","A2HM35CWB7IIFM","Approved","Sun Sep 22 15:28:04 PDT 2019","Sun Sep 22 15:28:08 PDT 2019","Thu Sep 26 15:28:08 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","4","100% (198/198)","100% (198/198)","100% (198/198)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3ATPCQ38J8A06XGBM3ABZULVQWEAYD","A1BQBQG2GNY8AY","Approved","Sun Sep 22 16:14:47 PDT 2019","Sun Sep 22 16:15:00 PDT 2019","Thu Sep 26 16:15:00 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","13","100% (108/108)","100% (108/108)","100% (108/108)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3FK0YFF9PZG3URO4SNENOIVETPDVVQ","A20NITCOBY4775","Approved","Sun Sep 22 16:16:26 PDT 2019","Sun Sep 22 16:16:43 PDT 2019","Thu Sep 26 16:16:43 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","17","100% (132/132)","100% (132/132)","100% (132/132)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3GFK2QRXX9HZBM9UC6166MKTNA65WW","AJWES6SFIP3AT","Approved","Sun Sep 22 15:09:02 PDT 2019","Sun Sep 22 15:09:57 PDT 2019","Thu Sep 26 15:09:57 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","55","100% (200/200)","100% (200/200)","100% (200/200)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Computer-altered"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3O6CYIULED1GW1Z9D79EEYC9MRWUW0","A124E03UMDZAA9","Approved","Sun Sep 22 14:57:34 PDT 2019","Sun Sep 22 14:57:39 PDT 2019","Thu Sep 26 14:57:39 PDT 2019","Sun Sep 22 16:33:17 PDT 2019","","","5","100% (224/225)","100% (224/225)","100% (224/225)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3S06PH7KSR41EY8KUOU4B8IR4E11D7","A32EY0IHHNAW9N","Approved","Sun Sep 22 15:57:35 PDT 2019","Sun Sep 22 15:57:56 PDT 2019","Thu Sep 26 15:57:56 PDT 2019","Sun Sep 22 16:33:18 PDT 2019","","","21","100% (168/168)","100% (168/168)","100% (168/168)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
"3XABXM4AJ15ASNYG8T421XGCSMBQ8P","32CVJ4DS80V6HN5HX91VI5H2GB2VK0","Guess reviews are real or fake","You will be randomly shown an online review from either IMDB or Yelp. Half of these reviews are in their original form (written by humans) and half have been modified by a computer to meet certain constraints. Guess which is which.","real, computer_altered, text","$0.05","Sun Sep 22 14:52:21 PDT 2019","10","BatchId:3775607;OriginalHitTemplateId:928390909;","120","345600","Mon Sep 23 02:52:21 PDT 2019","","","3TE3O85730824T9LVTP2LG90BL7R2L","A2T1K94BLNDBAH","Approved","Sun Sep 22 16:16:37 PDT 2019","Sun Sep 22 16:16:48 PDT 2019","Thu Sep 26 16:16:48 PDT 2019","Sun Sep 22 16:33:18 PDT 2019","","","11","100% (33/33)","100% (33/33)","100% (33/33)","0.9019394516944885","movie_review","True","mit","though writer director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent child relationship, it has some special qualities and the soulful gravity of crudup's anchoring performance","Real"
