"Unnamed: 0","label_1","label_2","passage_1","passage_2","score_1","score_2","SE_Thresh","dataset"
6,0.0,1.0,"a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .","a film that plays things so nice 'n safe as to often playing like a milquetoast film of the week blown up for the big screen .",0.5988157987594604,0.5845674872398376,0.99,"mr"
15,0.0,1.0,"the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script error . '","the movie's progression into rambling incoherence gives new meaning to the phrase 'fatal script errors . '",0.66274094581604,0.5294917821884155,0.96,"mr"
10,1.0,0.0,"Presenting Lily Mars (MGM, 1943) is a cute film, but in my opinion it could have been better. Judy Garland is great as always, but some scenes in the film seem out of place and the romance between her and Van Heflin develops all too quickly. I mean, one minute he's ready to beat her butt, but the next minute he falls in love with her. I believe that this production, the film editing, and the script ( even though the photography was great, the scenery was nice and the costumes were nice as well) could have been a little better. It feels as though the production was too rushed. The supporting cast was good as well, especially little Janet Chapman as the second youngest daughter daughter Rosie. She at the age of 11, looks really cute and it's a shame that she didn't develop into a teenage comic actress. She's much better in this film than in her previous films as Warner Brothers in the late 1930's (except for Broadway Musketeers 1938, she's really good in that), when they tried to make her into a Shirley Temple/Sybil Jason hybrid. Overall, this film could better, but in the end, Judy gave it her all.","Presenting Lily Mars (MGM, 1943) is a cute movie, but in my opinion it could have been better. Judy Garland is grand as perpetually, but some scenes in the film seem out of place and the romance between her and Van Heflin develops all too quickly. I mean, one minute he's ready to beat her butt, but the next minute he falls in love with her. I believe that this production, the film editing, and the script ( even though the photography was great, the scenery was nice and the costumes were nice as well) could have been a little better. It feels as though the production was too rushed. The helping cast was good as well, especially little Janet Chapman as the second youngest daughter daughter Rosie. She at the age of 11, looks really cute and it's a shame that she didn't develop into a teenage comic actress. She's much better in this film than in her previous films as Warner Brothers in the late 1930's (except for Broadway Musketeers 1938, she's really good in that), when they tried to make her into a Shirley Temple/Sybil Jason hybrid. Total, this film could better, but in the terminates, Judy yielded it her all.",0.820604145526886,0.545669674873352,0.97,"imdb"
31,0.0,1.0,"suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star .","asphyxiated at conception by its munchausen-by-proxy mother . punishes the vehicle to adore the star .",0.967329740524292,0.5447887182235718,0.96,"mr"
39,1.0,0.0,"This movie came to me highly recommended by Matt Groening. Well actually I watched both The Simpsons and Futurama and it gets a mention in both so I figured ""what the heck"". The film brings home a few ""what if's"" that make you realise how lucky we are in this day and age where we take simple things like soap and water for granted. Interesting though that in the year 2022 men are still shaving with a single blade safety razor! Nice that Those responsible didn't over load the film with unnecessary special effects, ray guns, etc. Some nice looking 'furniture' once you figure out what that means. Remember, ""Tuesday is Soylent Green Day""","This film came to me extraordinarily recommending by Matt Groening. Well actually I watched both The Simpsons and Futurama and it obtains a mention in both so I figured ""what the heck"". The movie brings domicile a few ""what if's"" that make you realize how lucky we are in this day and age where we take simple things like soap and water for granted. Interesting though that in the year 2022 men are still shaving with a lone blade safety razor! Nice that Those responsible didn't over loads the movie with superfluous special effects, ray guns, etc. Some nice looking 'furniture' once you figure out what that means. Remembering, ""Wednesday is Soylent Green Day""",0.8417078852653503,0.5007715225219727,0.98,"imdb"
16,1.0,0.0,"I've been here multiple times to have shoes repaired. I went very recently to have a pair of boots metal shoelace loops replaced. When I dropped them off I was told it would be about an hour. After running some errands I went back to pick them up. As I was looking over them I realized there was a little tear in the leather that wasn't there before. Asked the nice man that was working if there was any way he could put something on the leather so it would tear any further. He had no problem doing this. After two min he returned and my shoes were like brand new. He felt bad about the little tear in the leather and ended up not charging me at all. I really appreciate that he didn't try to pull a fast one on me and try to charge me more. I come here all the time and ill continue to come back for the great service. This location is a little tricky to find.","I've been here assorted times to have shoes repaired. I went very recently to have a pair of boots metal shoelace loops replaced. When I dropped them off I was told it would be about an hour. After running some errands I went back to pick them up. As I was looking over them I realized there was a little tear in the leather that wasn't there before. Asked the nice man that was working if there was any way he could put something on the leather so it would rip any further. He had no problem doing this. After two min he returned and my shoes were like branded newer. He felt bad about the little tear in the leather and terminated up not charge me at all. I really appreciative that he didn't attempt to pull a fast one on me and try to charge me more. I come here all the time and ill continuing to come back for the great service. This location is a little tricky to find.",0.9947328567504884,0.5332714319229126,0.96,"yelp-sentiment"
46,1.0,0.0,"I saw this film at the International Film Festival Of Brussels. I also met the director of the film. I heard that Ed Wood wrote the story in 10 years! I'm sure he thought his would be his masterpiece - his triumph. Well, if you take the film seriously (like mr. Wood did) it is really one of the worst films you will ever see. And this is cool. The big joke of I Woke Up Early The Day I Died is that it doesn't even try to be a decent film. This makes the film very, very good. The script is filled with nihilism and anarchism - a lot of black humour. Billy Zane's role is absolutely excellent. You see, this is either high art...or low rubbish. ****/*****","I saw this film at the International Film Festival Of Brussels. I also met the director of the film. I heard that Ed Wood wrote the story in 10 years! I'm sure he thought his would be his masterpiece - his triumph. Well, if you take the film seriously (like mr. Wood did) it is truly one of the worst movie you will ever see. And this is cool. The big joke of I Woke Up Early The Day I Died is that it doesn't even try to be a decent film. This makes the movies very, very good. The script is filled with nihilism and anarchism - a batch of black humour. Billy Zane's role is altogether resplendent. You see, this is either high art...or low rubbish. ****/*****",0.8974076509475708,0.5023046135902405,0.96,"imdb"
47,0.0,1.0,"What did the director think? Everybody who has read the biography of Artemisia is left impressed by her guts to face a public rape trial in Renaissance times and even suffer torture in order to show that Tassi was guilty. That fact shows the real independence and emancipation - in her most terrible hour she stands her MAN. Why do movies depicting Renaissance have to be so clinically beautiful and romantic, are we afraid to see the gritty side of life or has the Hollywood happy-happy-mood won? While I would always defend a director's freedom to create his own reality in a movie I cannot make sense of turning Artimisia's life story on its head. Very disappointing choice by the makers of this film.","What did the director thoughts? Everybody who has read the biography of Artemisia is left impressed by her entrails to confronting a populace rape trial in Renaissance times and even suffering torture in edict to displaying that Tassi was guilty. That fact illustrates the real independence and emancipation - in her most horrendous hour she stands her MAN. Why do movie depicting Renaissance have to be so clinically magnificent and romantic, are we afraid to behold the gritty side of life or has the Hollywood happy-happy-mood won? While I would always defend a director's freedoms to engender his own reality in a film I cannot make sense of turn Artimisia's life tale on its head. Very disappointing opt by the manufacturers of this film.",0.9730405807495116,0.6778407096862793,0.96,"imdb"
1,1.0,0.0,"Babyface - Notorious Barbara Stanwyck flick where she is told by the local professor type that she has power- he tries to get her to read Nietzche- she says books ain't never done her no good.Soon we find out her father is basically pimping her out to a local politico and others.Finally she has had enough and relocates to the big city.We follow her trail of men up the ladder of success in an international bank.The dialogue is quite saucy for it's time and it was one the last films to come out before the self inflicted Hollywood production code.Look for a cameo by a young John Wayne as one of Stanwyck's willing victims.Part of the Forbidden Hollywood collection - I watched the extended version- the DVD has both versions plus Red-Headed Woman and Waterloo Bridge.An interesting movie and foreshadowing for future femme fatale roles that Stanwyck would play in the era of film noir. B+","Babyface - Notorious Barbara Stanwyck flick where she is told by the local professor type that she has power- he tries to get her to read Nietzche- she says books ain't never done her no good.Soon we find out her father is basically pimping her out to a local politico and others.Finally she has had enough and relocates to the big city.We follow her trail of men up the ladder of success in an international bank.The dialogue is quite saucy for it's time and it was one the last films to come out before the self inflicted Hollywood production coding.Look for a cameo by a young John Wayne as one of Stanwyck's willing victims.Part of the Forbidden Hollywood collections - I watched the extended version- the DVD has both versions plus Red-Headed Woman and Waterloo Bridge.An interesting film and foreshadowing for future femme fatale roles that Stanwyck would play in the era of film noir. B+",0.6439856886863708,0.5164121985435486,0.98,"imdb"
8,0.0,1.0,"This can be one of the most enjoyable movies ever if you don't take it seriously. It is a bit dated and the effects are lame, but it is so enjoyable. There are giant crabs that attack a girl. oh, and the crabs sing Japanese. It is amazingly bad. And the ending, which has been telegraphed throughout the entire film is hideously awesome. Predictable, but seeing the final fight will leave you rolling in your seat. Don't even give this film a chance and you will love it. Susan George is fun to watch and yes, she does appear naked. Her daughter isn't quite worth putting up with, but she does get attacked by giant crabs. They are the size of large cats. This is a 2, but I love it. As a movie, my God, but for entertainment, I give it a 7. Did I mention there are giant crabs?","This can be one of the most enjoyable movies ever if you don't take it seriously. It is a bit dated and the effects are lame, but it is so enjoyable. There are giant crabs that attack a girl. oh, and the crabs sing Japanese. It is amazingly bad. And the ending, which has been telegraphed throughout the entire film is dreadfully awesome. Predictable, but seeing the final fight will leave you rolling in your seat. Don't even give this film a chance and you will love it. Susan George is fun to watch and yes, she does appear naked. Her daughter isn't quite worth putting up with, but she does get attacked by giant crabs. They are the size of large cats. This is a 2, but I love it. As a movie, my God, but for entertainment, I give it a 7. Did I mention there are giant crabs?",0.5330289602279663,0.5003914833068848,0.99,"imdb"
57,1.0,0.0,"Another exquisite taste of what a superhero movie should be after Batman:Dead End that just helps stimulate our taste buds and leave us wanting more! This is what a real superhero movie should look like and feel like! Even tough this is a fanfilm of sorts. The attention to detail, character and action is undeniably real. Although this is a limited resources production, it puts to shame big budgeted, star-casted, hyped productions ""other"" superhero related movies. Here the main and supporting characters act and look like they are real life people. Finally, a Superman that actually looks ""super"" and looks like the real thing! Batman the way it should be, without the flashy rubber-casted , ripped body armor to hide scrawny physiques for over paid actors that don't deliver. I just wish that some sensible Warner Bros. exec gives the OK to produce a full length adaptation of this jewel. I don't care if it goes to theaters or straight to DVD, I would never get tired of watching it. Just the plot itself is worth my hard earned dough for this. Hope the ""bigwigs"" at Marvel & DC productions take a look and see what a real well produced superhero movie should look. No more ""Batman & Robin"" fiasco, or Hulk, Daredevil, etc. Learn from these small time directors and learn that there shouldn't be any reason to ""reinvent"" the hero for the movie, just to have it ""bomb"" in theaters. Mr. Collora...We need more directors like you!!","Another sumptuous taste of what a superhero movie should be after Batman:Dead End that just helps stimulate our taste buds and leave us wanting more! This is what a real superhero movie should look like and feel like! Even tough this is a fanfilm of sorts. The attention to detail, character and actions is surely actual. Although this is a limited resources production, it puts to shaming big budgeted, star-casted, hyped productions ""other"" superhero related movies. Here the main and supporting characters act and look like they are real life people. Finally, a Superman that actually looks ""super"" and looks like the real thing! Batman the way it should be, without the flashy rubber-casted , ripped body armor to hide scrawny physiques for over paid actors that don't deliver. I just wish that some sensible Warner Bros. exec gives the OK to produce a full length adaptation of this jewel. I don't care if it goes to theaters or straight to DVD, I would never get tired of watching it. Just the plot itself is worth my arduous earned dough for this. Hope the ""bigwigs"" at Marvel & DC productions take a look and see what a real well produced superhero movie should look. No more ""Batman & Robin"" fiasco, or Hulk, Daredevil, etc. Learn from these small time directors and learn that there shouldn't be any reason to ""reinvent"" the hero for the movie, just to have it ""bomb"" in theaters. Mr. Collora...We need more directors like you!!",0.9666010737419128,0.5115330815315247,0.96,"imdb"
14,1.0,0.0,"it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .","it's unequivocal that mehta merely wished to updating her dearest genera for the thousand of indians who fancy themselves too sophisticated for the cheese-laced spectacles that packing 'em in on the subcontinent .",0.9870585799217224,0.5251337885856628,0.96,"mr"
20,0.0,1.0,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .","there are touching moments in etoiles , but for the most part this is a dreary , dour documentary on what ought to be a joyful or at least fascinating subject .",0.902412474155426,0.5326267480850221,0.97,"mr"
24,1.0,0.0,"A series of vignettes, most of them spoofing television of the 1970's, but also with some digs at the government and corporate America. One of the longest segments, ""The Dealers"" is not that funny to me and I don't know what it is parodying. Some of the others, though, are absolutely side-splitting. I particularly enjoy the cooking show segment. Most of the foul words I know are used in the movie, and, if you object to full frontal nudity, stay away.","A series of vignettes, most of them spoofing television of the 1970's, but also with some digs at the government and corporate America. One of the longest segments, ""The Dealers"" is not that funny to me and I don't know what it is parodying. Some of the others, though, are utterly side-splitting. I notably enjoy the cooking show segment. Most of the foul words I know are used in the movie, and, if you object to full frontal nudity, stay away.",0.5866082906723022,0.5807735323905945,0.99,"imdb"
20,0.0,1.0,"a potentially good comic premise and excellent cast are terribly wasted .","a potentially good comic premise and wonderful cast are hideously wasted .",0.8293960690498352,0.5105960965156555,0.98,"mr"
