"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Index","Input.label_1","Input.label_2","Input.text1","Input.text2","Input.score_1","Input.score_2","Input.SE_Thresh","Input.dataset","Input.SE_Model","Answer.semantic-similarity.label","Approve","Reject"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","33PPUNGG385SA4CXK0YG8RJ8A5FRZ4","A3BHC8XH566T0Y","Submitted","Mon Dec 09 08:41:15 PST 2019","Mon Dec 09 08:41:51 PST 2019","Thu Dec 12 08:41:51 PST 2019","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Disagree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","35GMH2SV3EHR2WTLWL3ZTMDLBCMOEM","A1YSYI926BBOHW","Submitted","Mon Dec 09 08:42:36 PST 2019","Mon Dec 09 08:42:42 PST 2019","Thu Dec 12 08:42:42 PST 2019","","","","6","100% (1660/1660)","100% (160/160)","100% (160/160)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Agree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3A9AA95ATWM9RDCT0KNBESCY8OKP54","A22VGT2F28LTWC","Submitted","Mon Dec 09 08:46:24 PST 2019","Mon Dec 09 08:46:50 PST 2019","Thu Dec 12 08:46:50 PST 2019","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Agree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3BF51CHDTVAIJPS4K19UOOEG5PYH05","A20JVRNN0C4H12","Submitted","Mon Dec 09 08:39:33 PST 2019","Mon Dec 09 08:41:15 PST 2019","Thu Dec 12 08:41:15 PST 2019","","","","102","100% (4/4)","100% (4/4)","100% (4/4)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Disagree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3GD6L00D3SX4ISEX7HT7UY5MR33M1M","AKMQH2MGTUWO9","Submitted","Mon Dec 09 08:41:33 PST 2019","Mon Dec 09 08:41:37 PST 2019","Thu Dec 12 08:41:37 PST 2019","","","","4","100% (1/1)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Agree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3GDTJDAPVUBMTSYI622M98SU59B8MU","A2U14TBAOQV0KK","Submitted","Mon Dec 09 08:50:47 PST 2019","Mon Dec 09 08:51:11 PST 2019","Thu Dec 12 08:51:11 PST 2019","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Disagree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3JWH6J9I9SDBD8HPLF1WDP7VI54NB6","A35CS3Q9VUNA6Z","Submitted","Mon Dec 09 08:40:55 PST 2019","Mon Dec 09 08:42:11 PST 2019","Thu Dec 12 08:42:11 PST 2019","","","","76","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Agree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3SKEMFQBZ35R34YFLQP6UV0QG4G8KP","A2ZLJQWCM8KU36","Submitted","Mon Dec 09 08:50:21 PST 2019","Mon Dec 09 08:52:34 PST 2019","Thu Dec 12 08:52:34 PST 2019","","","","133","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Agree"
"3UAU495MIIS558SDWJD38K31HLZUO4","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","3WJEQKOXA823GR58AE32L7AMXMF1AI","AX0BOUFZGRK50","Submitted","Mon Dec 09 08:43:58 PST 2019","Mon Dec 09 08:44:17 PST 2019","Thu Dec 12 08:44:17 PST 2019","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","5","0.0","1.0","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dissipated length .","got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2-hour , dispelled length .","0.7596333026885986","0.7442054450511932","0.98","mr","BERT","Strongly Agree"
"3OPLMF3EU5NK4X57MQLP287DEK1NLO","3I7X2GF4HITNMQNSI4TO4GC73O3RHH","Does changing from text1 to text2 preserve meaning?","Compare two short pieces of English text and determine if they mean different things or the same","meaning, semantic, similarity, text","$0.05","Mon Dec 09 08:38:44 PST 2019","10","BatchId:3863657;OriginalHitTemplateId:928390905;","180","259200","Mon Dec 09 20:38:44 PST 2019","","","31QNSG6A5RT38PRV2W0XQQV4AKE78G","A35CS3Q9VUNA6Z","Submitted","Mon Dec 09 08:39:48 PST 2019","Mon Dec 09 08:41:09 PST 2019","Thu Dec 12 08:41:09 PST 2019","","","","81","0% (0/0)","0% (0/0)","0% (0/0)","1","0.0","1.0","director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .","director boris von sychowski instead opts for a usual slasher film that was probably more fun to make than it is to sit through .","0.7428877949714661","0.6457074284553528","0.98","mr","BERT","Agree"
